#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000031389	ENSMUST00000114406	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000114407	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000123283	chrX	-	0	0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000124798	chrX	-	0	0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000127163	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000128329	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000130976	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000140393	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000142925	chrX	-	0.0	0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000143536	chrX	-	0	0,0,0
ENSMUSG00000031389	ENSMUST00000143696	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000145159	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000147510	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000148319	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000149135	chrX	-	0	0,0,0,0
ENSMUSG00000031389	ENSMUST00000149774	chrX	-	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000151600	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031390	ENSMUST00000033765	chrX	+	0.0	0,0,0,0
ENSMUSG00000031390	ENSMUST00000101470	chrX	+	0.0	0,0,0,0
ENSMUSG00000031390	ENSMUST00000114395	chrX	+	0.0	0,0,0,0
ENSMUSG00000031390	ENSMUST00000131088	chrX	+	0.0	0,0,0
ENSMUSG00000031391	ENSMUST00000066576	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000102871	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000114430	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000124560	chrX	-	0	0,0,0,0
ENSMUSG00000031391	ENSMUST00000129612	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000130110	chrX	-	0	0,0,0,0
ENSMUSG00000031391	ENSMUST00000135104	chrX	-	0	0,0,0
ENSMUSG00000031391	ENSMUST00000141221	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000144478	chrX	-	0	0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000145805	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000146790	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000148250	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031391	ENSMUST00000155246	chrX	-	0	0,0,0,0
ENSMUSG00000031392	ENSMUST00000033769	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000068286	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000101458	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000114352	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000114353	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000114354	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000114360	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000124417	chrX	-	0	0,0,0,0
ENSMUSG00000031392	ENSMUST00000124580	chrX	-	0	0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000126583	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000128436	chrX	-	0	0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000128759	chrX	-	0	0,0,0
ENSMUSG00000031392	ENSMUST00000132144	chrX	-	0	0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000138397	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000140130	chrX	-	0	0,0,0,0
ENSMUSG00000031392	ENSMUST00000144353	chrX	-	0	0,0,0
ENSMUSG00000031392	ENSMUST00000145677	chrX	-	0	0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000146210	chrX	-	0	0,0,0
ENSMUSG00000031392	ENSMUST00000148317	chrX	-	0	0,0,0,0
ENSMUSG00000031392	ENSMUST00000148706	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000149809	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031392	ENSMUST00000149871	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031393	ENSMUST00000033770	chrX	-	0	0,0,0,0
ENSMUSG00000031393	ENSMUST00000100750	chrX	-	0	0,0,0,0,0
ENSMUSG00000031393	ENSMUST00000123362	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031393	ENSMUST00000140399	chrX	-	0	0,0,0,0,0
ENSMUSG00000031393	ENSMUST00000170481	chrX	-	0.0	0,0,0,0,0
ENSMUSG00000031393	ENSMUST00000198358	chrX	-	0	0,0
ENSMUSG00000031394	ENSMUST00000033771	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000031394	ENSMUST00000101457	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000031394	ENSMUST00000123401	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000031394	ENSMUST00000127445	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000031394	ENSMUST00000135307	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000031394	ENSMUST00000145443	chrX	+	0.0	0,0,0,0
ENSMUSG00000031397	ENSMUST00000010127	chrX	+	0.03475963710938858	0,0.22935779816513763,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031397	ENSMUST00000156959	chrX	+	0.052556892836495506	0,0.22935779816513763,0,0,0,0
ENSMUSG00000031398	ENSMUST00000004326	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031398	ENSMUST00000136114	chrX	+	0.0	0,0,0
ENSMUSG00000031398	ENSMUST00000137484	chrX	+	0.0	0,0,0
ENSMUSG00000031398	ENSMUST00000139323	chrX	+	0.0	0,0,0,0
ENSMUSG00000031398	ENSMUST00000142236	chrX	+	0.0	0,0,0,0
ENSMUSG00000031398	ENSMUST00000148726	chrX	+	0.0	0,0,0,0
ENSMUSG00000031398	ENSMUST00000152317	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000031398	ENSMUST00000152376	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000031398	ENSMUST00000154062	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000015427	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000114138	chrX	-	0.0	0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000114139	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000114141	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000114142	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000114143	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000122894	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000136716	chrX	-	0	0,0,0
ENSMUSG00000031399	ENSMUST00000141604	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000031399	ENSMUST00000149218	chrX	-	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000031400	ENSMUST00000004327	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031400	ENSMUST00000135894	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000031400	ENSMUST00000143521	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031400	ENSMUST00000155963	chrX	-	0.0	0,0,0
ENSMUSG00000032657	ENSMUST00000041913	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000117278	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000119707	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000125501	chr3	+	0	0,0,0
ENSMUSG00000032657	ENSMUST00000126115	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000127982	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000136209	chr3	+	0.0	0,0,0
ENSMUSG00000032657	ENSMUST00000140473	chr3	+	0.0	0,0,0,0
ENSMUSG00000032657	ENSMUST00000147696	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032657	ENSMUST00000155033	chr3	+	0.0	0,0,0,0
ENSMUSG00000032806	ENSMUST00000037967	chrX	-	0	0,0,0,0
ENSMUSG00000032806	ENSMUST00000073067	chrX	-	0	0,0,0
ENSMUSG00000032806	ENSMUST00000114146	chrX	-	0	0,0,0,0
ENSMUSG00000032806	ENSMUST00000114147	chrX	-	0	0,0,0
ENSMUSG00000036040	ENSMUST00000091233	chr2	+	5.367885238315595	0,6.103286384976526,5.110732538330494,2.962962962962963,2.7777777777777777,5.899705014749262,23.4375,6.8762278978389,3.0541012216404884,3.4455340577789557,15.873015873015872,3.939592908732764,0,3.864734299516908,12.048192771084338,0,0,7.695423248278655,1.2804097311139564,0.6666666666666666
ENSMUSG00000036040	ENSMUST00000130600	chr2	+	6.142903330100227	0,0,7.695423248278655,0.6666666666666666
ENSMUSG00000036040	ENSMUST00000139633	chr2	+	6.153846153846154	0,7.695423248278655,1.2804097311139564,0.6666666666666666
ENSMUSG00000036040	ENSMUST00000143246	chr2	+	0	0,0,0.6666666666666666
ENSMUSG00000036040	ENSMUST00000169787	chr2	+	4.499640028797696	0,3.864734299516908,12.048192771084338,0,0,7.695423248278655,1.2804097311139564,0.6666666666666666
ENSMUSG00000036067	ENSMUST00000045702	chr2	-	0.0	0.6905481225722918,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036067	ENSMUST00000102890	chr2	-	0.0	0.6905481225722918,0,0,0,0,0,0,0,0,0
ENSMUSG00000036067	ENSMUST00000129835	chr2	-	0.0	0.6905481225722918,0,0,0,0,0,0,0
ENSMUSG00000036067	ENSMUST00000135725	chr2	-	0	0.6905481225722918,0,0,0,0
ENSMUSG00000036067	ENSMUST00000145742	chr2	-	0.0	0.6905481225722918,0,0,0,0,0,0,0,0,0
ENSMUSG00000036067	ENSMUST00000153388	chr2	-	0	0.6905481225722918,0,0,0
ENSMUSG00000036160	ENSMUST00000047632	chr2	-	0	0,0,0,0,0,0
ENSMUSG00000036160	ENSMUST00000114043	chr2	-	0	0,0,0,0,0,0
ENSMUSG00000036160	ENSMUST00000127691	chr2	-	0	0,0,0
ENSMUSG00000036160	ENSMUST00000129554	chr2	-	0	0,0,0
ENSMUSG00000036160	ENSMUST00000137904	chr2	-	0	0,0,0,0
ENSMUSG00000036160	ENSMUST00000140392	chr2	-	0	0,0,0
ENSMUSG00000036160	ENSMUST00000142131	chr2	-	0	0,0,0,0,0,0
ENSMUSG00000038174	ENSMUST00000038372	chr1	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000097724	chr1	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000159185	chr1	-	0.0	0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000159980	chr1	-	0.0	0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000160546	chr1	-	0.0	0,0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000161000	chr1	-	0.0	0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000161600	chr1	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000187717	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0.08975854950184005
ENSMUSG00000038174	ENSMUST00000191472	chr1	-	0	0,0.08975854950184005
ENSMUSG00000038242	ENSMUST00000040442	chr1	+	0.020086371397007127	1.3333333333333333,0,0,0.40700040700040696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038242	ENSMUST00000159240	chr1	+	0.0	1.3333333333333333,0,0,0
ENSMUSG00000038242	ENSMUST00000161833	chr1	+	0.02321747811752687	1.3333333333333333,0,0,0.40700040700040696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038242	ENSMUST00000161926	chr1	+	0.0	1.3333333333333333,0,0
ENSMUSG00000038242	ENSMUST00000189059	chr1	+	0	1.3333333333333333,0
ENSMUSG00000041237	ENSMUST00000047111	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041237	ENSMUST00000107482	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041237	ENSMUST00000127058	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000041237	ENSMUST00000148097	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000041237	ENSMUST00000151591	chr3	+	0.0	0,0,0
ENSMUSG00000041263	ENSMUST00000052539	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041263	ENSMUST00000090929	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041263	ENSMUST00000166687	chr3	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041263	ENSMUST00000196043	chr3	-	0	0,0,0,0,0
ENSMUSG00000041263	ENSMUST00000196223	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000041263	ENSMUST00000198506	chr3	-	0	0,0,0,0
ENSMUSG00000041263	ENSMUST00000200357	chr3	-	0	0,0
ENSMUSG00000041355	ENSMUST00000035785	chr3	+	33.909574468085104	0.6666666666666666,55.378061767838126,36.786786786786784,25.847599865726753,29.850746268656717,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000192495	chr3	+	33.909574468085104	0.6666666666666666,0,55.378061767838126,36.786786786786784,25.847599865726753,29.850746268656717,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000192688	chr3	+	22.17950613633003	0.6666666666666666,0,0,55.378061767838126,36.786786786786784,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000193069	chr3	+	0.0	0.6666666666666666,0,0,0,0,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000193934	chr3	+	33.909574468085104	0.6666666666666666,0,55.378061767838126,36.786786786786784,25.847599865726753,29.850746268656717,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000194604	chr3	+	0.0	0.6666666666666666,0,0,1.3333333333333333
ENSMUSG00000041355	ENSMUST00000195014	chr3	+	33.909574468085104	0.6666666666666666,0,55.378061767838126,36.786786786786784,25.847599865726753,29.850746268656717,1.3333333333333333
ENSMUSG00000041423	ENSMUST00000123200	chr3	+	0.0	0,0,0
ENSMUSG00000041423	ENSMUST00000147818	chr3	+	0.0	0,0,0,0
ENSMUSG00000041423	ENSMUST00000147948	chr3	+	0.6540222367560498	0,0,0,1.697792869269949,0,0,0
ENSMUSG00000041423	ENSMUST00000147991	chr3	+	0.6540222367560496	0,0,0,0,0,2.2988505747126435,0,0,0
ENSMUSG00000041423	ENSMUST00000149640	chr3	+	0.8264462809917354	0,0,0,0,0,0,2.2988505747126435,0,0
ENSMUSG00000043715	ENSMUST00000059880	chrX	-	0	0,0,0,0
ENSMUSG00000047528	ENSMUST00000055313	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047528	ENSMUST00000185953	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047528	ENSMUST00000188772	chr1	-	0.12968486577616392	0,0.12968486577616392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047528	ENSMUST00000188839	chr1	-	0	0,0,0,0
ENSMUSG00000047528	ENSMUST00000191252	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047528	ENSMUST00000191565	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049741	ENSMUST00000063119	chr3	-	0	0,0
ENSMUSG00000049897	ENSMUST00000055406	chr2	+	0.17382235355466713	0,0,0,0,0,0,0,0.6901311249137336,4.926108374384237,0,0,0.5040322580645161,0,0,0,0,0,0,0,0
ENSMUSG00000049897	ENSMUST00000153771	chr2	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000050144	ENSMUST00000057935	chr3	-	0	0,0,0,0,0
ENSMUSG00000050144	ENSMUST00000168755	chr3	-	0	0,0,0,0
ENSMUSG00000050144	ENSMUST00000193433	chr3	-	0	0,0,0,0,0
ENSMUSG00000050144	ENSMUST00000195657	chr3	-	0	0,0,0,0,0
ENSMUSG00000051223	ENSMUST00000050552	chr1	+	29.166266909718892	0,20.531400966183575,5.0,23.457862728062555,18.367346938775512,40.92526690391459,92.25092250922509,179.48717948717947,25.454545454545457,87.77969018932875,100.418410041841,32.352941176470594,0.6666666666666666
ENSMUSG00000051223	ENSMUST00000186949	chr1	+	29.69518190757129	0,26.08695652173913,5.0,23.457862728062555,18.367346938775512,40.92526690391459,92.25092250922509,179.48717948717947,25.454545454545457,87.77969018932875,100.418410041841,32.352941176470594,0.6666666666666666
ENSMUSG00000051223	ENSMUST00000188630	chr1	+	29.166266909718892	0,20.531400966183575,5.0,25.25064983290011,92.25092250922509,179.48717948717947,25.454545454545457,87.77969018932875,100.418410041841,32.352941176470594,0.6666666666666666
ENSMUSG00000051223	ENSMUST00000188898	chr1	+	21.0732381391064	0,20.531400966183575,9.66820479015601,18.367346938775512,40.92526690391459,92.25092250922509,179.48717948717947,25.454545454545457,0.6666666666666666
ENSMUSG00000051706	ENSMUST00000054541	chrX	+	0	0,0
ENSMUSG00000051706	ENSMUST00000216007	chrX	+	0.0	0,0,0,0
ENSMUSG00000051706	ENSMUST00000216108	chrX	+	0.0	0,0,0,0
ENSMUSG00000052406	ENSMUST00000064244	chr2	-	40.0	3.3615157380055005,40.0,0,0,0,0,0,0,0
ENSMUSG00000052406	ENSMUST00000114020	chr2	-	40.0	3.3615157380055005,40.0,0,0,0,0,0,0,0
ENSMUSG00000052406	ENSMUST00000123126	chr2	-	40.0	3.3615157380055005,40.0,0,0
ENSMUSG00000052406	ENSMUST00000128130	chr2	-	0	3.3615157380055005,0,0
ENSMUSG00000052406	ENSMUST00000128401	chr2	-	0	3.3615157380055005,0,0
ENSMUSG00000052406	ENSMUST00000135752	chr2	-	0	3.3615157380055005,0,0,0,0
ENSMUSG00000052406	ENSMUST00000136710	chr2	-	40.0	3.3615157380055005,40.0,0,0,0,0,0,0
ENSMUSG00000052406	ENSMUST00000139635	chr2	-	0	3.3615157380055005,0,0
ENSMUSG00000052406	ENSMUST00000145546	chr2	-	40.0	3.3615157380055005,40.0,0
ENSMUSG00000053211	ENSMUST00000065545	chrY	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053211	ENSMUST00000189888	chrY	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054199	ENSMUST00000081695	chr3	+	1.6613644397313538	0,2.4811097327168152,1.1219147344801794,0,26.31578947368421,2.477291494632535,5.172413793103448,2.617801047120419,0.7146260123868509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054199	ENSMUST00000090942	chr3	+	1.6613644397313538	0,2.4811097327168152,1.1219147344801794,0,26.31578947368421,2.477291494632535,5.172413793103448,2.617801047120419,0.7146260123868509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054199	ENSMUST00000107498	chr3	+	2.001133975919688	0,7.67867690490254,2.4811097327168152,1.1219147344801794,0,26.31578947368421,2.477291494632535,5.172413793103448,2.617801047120419,0.7146260123868509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054199	ENSMUST00000198113	chr3	+	0	0,0,0,0,0,0,0
ENSMUSG00000054199	ENSMUST00000212694	chr3	+	1.991783891447778	0,26.31578947368421,3.6166365280289328,1.5197568389057752,5.172413793103448,2.617801047120419,0.7146260123868509,0,0,0,0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000068000	chr1	-	0	0,0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000114410	chr1	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000159826	chr1	-	0	0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000160130	chr1	-	0	0,0,0
ENSMUSG00000054770	ENSMUST00000160614	chr1	-	0	0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000161608	chr1	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000162410	chr1	-	0	0,0,0,0
ENSMUSG00000054770	ENSMUST00000163006	chr1	-	0	0,0,0,0
ENSMUSG00000054770	ENSMUST00000163061	chr1	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000164963	chr1	-	0	0,0,0,0,0
ENSMUSG00000054770	ENSMUST00000189298	chr1	-	0	0,0
ENSMUSG00000056673	ENSMUST00000055032	chrY	+	1.0399214281587614	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0,0.26343519494204426,11.11111111111111,0.19896538002387584,8.474576271186441,0,89.74358974358974,14.084507042253522,0.4710870333294076,0,0,0,15.873015873015872,0,4.914004914004914,15.503875968992247,10.989010989010989,0
ENSMUSG00000056673	ENSMUST00000185542	chrY	+	0.0	0.6666666666666666,0,0,0
ENSMUSG00000056673	ENSMUST00000186696	chrY	+	0.8896797153024911	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0,0.26343519494204426,11.11111111111111,0.19896538002387584,8.474576271186441,0,89.74358974358974,14.084507042253522,0.4710870333294076,0,0,0,15.873015873015872,0
ENSMUSG00000056673	ENSMUST00000186726	chrY	+	2.828789779856279	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0,0.26343519494204426,11.11111111111111,0.19896538002387584,8.474576271186441,0,89.74358974358974,14.084507042253522,0.4710870333294076,0,0,0,15.873015873015872,0,4.914004914004914,15.503875968992247,10.989010989010989,4.244109468754574,24.748322147651006,0
ENSMUSG00000056673	ENSMUST00000187296	chrY	+	1.2582414817051688	0.6666666666666666,0,0.26343519494204426,11.11111111111111,0.19896538002387584,8.474576271186441,0,89.74358974358974,14.084507042253522,0.4710870333294076,0,0,0,15.873015873015872,0,4.914004914004914,15.503875968992247,10.989010989010989,0
ENSMUSG00000056673	ENSMUST00000188910	chrY	+	0.7415397060806256	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0
ENSMUSG00000056673	ENSMUST00000189069	chrY	+	0.7415397060806256	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0,0
ENSMUSG00000056673	ENSMUST00000189626	chrY	+	0.6944444444444444	0.6666666666666666,2.304147465437788,0,0,0,0.630715862503942,0,1.2598425196850394,0,0,0.26343519494204426,11.11111111111111,0
ENSMUSG00000056673	ENSMUST00000189955	chrY	+	0	0.6666666666666666,0
ENSMUSG00000059647	ENSMUST00000081455	chr1	+	0	4.0,30.666666666666664
ENSMUSG00000059743	ENSMUST00000081848	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059743	ENSMUST00000196254	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000059743	ENSMUST00000196709	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059743	ENSMUST00000196921	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000059743	ENSMUST00000198239	chr3	-	0	0,0
ENSMUSG00000059743	ENSMUST00000199668	chr3	-	0	0,0,0,0,0
ENSMUSG00000059743	ENSMUST00000200433	chr3	-	0	0,0,0,0
ENSMUSG00000062564	ENSMUST00000078060	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000062564	ENSMUST00000114328	chrX	-	0.0	0,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000102898	chr2	+	200.28612303290416	1.3333333333333333,0,633.4841628959276,0,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000129673	chr2	+	0	1.3333333333333333,0,0,0
ENSMUSG00000062647	ENSMUST00000136269	chr2	+	200.28612303290416	1.3333333333333333,633.4841628959276,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000137376	chr2	+	200.28612303290416	1.3333333333333333,0,633.4841628959276,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000143678	chr2	+	200.28612303290416	1.3333333333333333,633.4841628959276,0,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000147143	chr2	+	0	1.3333333333333333,0,0
ENSMUSG00000062647	ENSMUST00000149339	chr2	+	0	1.3333333333333333,0,0
ENSMUSG00000063558	ENSMUST00000001027	chr1	+	7.1393801719941585	0,2.0216225718554983,0.9765625,1.4302059496567505,4.247286455875413,1.6770483948251078,4.3383947939262475,2.032520325203252,1.7873100983020553,12.216404886561953,0,0,0,0,4.739336492890995,10.925819436457735,3.444712366517396,3.4246575342465753,12.56281407035176,9.138381201044387,5.378271782000717,11.164274322169058,11.778563015312132,14.386082301773168,18.95734597156398,9.907120743034056,3.659250585480094,9.830693610049153,41.32231404958678,13.294797687861273,14.06799531066823,12.597741094700261,21.58273381294964,28.446389496717725,21.229050279329606,1.3333333333333333
